,id,tdate,tname,ttext,ttype,trep,trtv,tfav,tstcount,tfol,tfrien,listcount,tokenized,rates,features
10,408906765896785920,1386325944,anvaharpew,"Люблю маму и папу!!!!а в остальное я так...-влюбляюсь, привязываюсь))) ",1,0,0,0,20098,619,38,1,"['любить', 'мама', 'папа', 'остальной', 'влюбляться', 'привязываться']","['0,8']","[0.8, 0.8, 0.8, 0.8, 1, 0]"
11,408906815125340160,1386325956,kazerepiconu,"RT @dicyziqecida: Как-то я забыла, что вчера приехал из деревни наш котэня и испугалась, когда он утром пришел ко мне общаться. :) Доброе у",1,0,4,0,294,87,87,0,"['rt', 'dicyziqecida', 'забыть', 'вчера', 'приехать', 'деревня', 'наш', 'котэнить', 'испугаться', 'утром', 'прийти', 'общаться', 'добрый']","['0', '0', '-0,833333333333333', '1,33333333333333']","[0.12499999999999922, 1.33333333333333, -0.833333333333333, 0.4999999999999969, 1, 1]"
12,408906818287828993,1386325957,Dane_Rider,"@MrsRourke_s_tit @_vivante @dyu_bryun так было задумано, да :)",1,0,0,0,49346,481,123,21,"['mrsrourke_s_tit', '_vivante', 'dyu_bryun', 'задумать']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
13,408906819084754944,1386325957,Eugenia_lev,"@Kruglova_Julia_  дааааа))
Ты... Ты... Ты и только ты...)*",1,0,0,0,63,11,30,0,"['kruglova_julia_', 'дааааа']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
14,408906820019712002,1386325957,Vitaliy_Ivanov,"@Alex_Shvarz :)) О, нет. Вы ведь всё равно обзоры урезаете? Просто одна версия сильно порезанная, а другая полная, только без мусора.",1,0,0,0,14666,258,352,7,"['alex_shvarz', 'всё', 'равно', 'обзор', 'урезать', 'просто', 'версия', 'сильно', 'порезать', 'полный', 'мусор']","['0,222222222222222', '-1']","[-0.388888888888889, 0.222222222222222, -1.0, -0.777777777777778, 1, 1]"
15,408906854383620096,1386325965,__Brad_,"@Jyliaalex смотри там случайно в аспирантуру не попади, наука никого до добра не доводила)",1,0,0,0,2879,129,254,2,"['jyliaalex', 'смотреть', 'случайно', 'аспирантура', 'попасть', 'наука', 'никто', 'добро', 'доводить']","['0', '1']","[0.5, 1.0, 0.0, 1.0, 1, 0]"
16,408906854803451904,1386325965,fantanshik,"RT @Abdullin_A_R: @LikhodedovaMary эхх, а в УГАТУ о контрольных предупреждают уже на контрольной)",1,0,1,0,2074,82,44,5,"['rt', 'abdullin_a_r', 'likhodedovamary', 'эхх', 'угата', 'контрольный', 'предупреждать', 'контрольный']","['0', '0,444444444444444', '0']","[0.148148148148148, 0.444444444444444, 0.0, 0.444444444444444, 1, 0]"
17,408906854849204225,1386325965,Tienn_En,"@marinaysol а, а то подумала, что у тебя там пробежечка.)",1,0,0,0,6362,30,28,1,"['marinaysol', 'подумать', 'пробежечка']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
18,408906855146983424,1386325966,bstrd666,@xLesherx @4EU3 зря вы с этой хуйней шутите)) я много историй наблюдал в режиме рил времени по работе с русскими которые разбивались на них,1,0,0,0,13431,473,111,2,"['xlesherx', '4eu3', 'зря', 'хуйня', 'шутить', 'история', 'наблюдать', 'режим', 'рил', 'время', 'работа', 'русский', 'который', 'разбиваться']","['-1', '0', '0', '0,166666666666667', '-0,5']","[-0.2666666666666666, 0.166666666666667, -1.0, -1.333333333333333, 1, 2]"
19,408906857659392000,1386325966,esken_h,@Moscow_advokat Очень главное спасибо for   МЕДВЕД™ — он работал клоуном-аниматором!   :-))),1,0,0,0,126795,581,86,10,"['moscow_advokat', 'очень', 'главное', 'спасибо', 'for', 'медведа', 'работать', 'клоун', 'аниматор']","['1,22222222222222', '0', '-0,333333333333333']","[0.29629629629629567, 1.22222222222222, -0.333333333333333, 0.8888888888888871, 1, 1]"
20,408906857982726144,1386325966,Obrazcova98,"У нас есть прекрасная история, как сдохнуть за неделю!!)",1,0,0,0,492,14,23,0,"['прекрасный', 'история', 'сдохнуть', 'неделя']","['0', '-2']","[-1.0, 0.0, -2.0, -2.0, 0, 1]"
21,408906858783453184,1386325966,gaga_ylala,"@Benjamin1610 сегодня столько поводов выпить, что я уже не могу усидеть на месте)",1,0,0,0,25752,234,120,3,"['benjamin1610', 'сегодня', 'столько', 'повод', 'выпить', 'мочь', 'усидеть', 'место']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
22,408906858921865217,1386325966,balandin73,@StalinGulag унылый?...наверное...вдруг его перед этим чпокнули?)))),1,0,0,0,9747,1199,1671,24,"['stalingulag', 'унылый', 'наверное', 'это', 'чпокнуль']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
23,408906911049068544,1386325979,ElenaChuravkina,RT @lumenso: @GruzdevVladimir @Sergey_Degtyrev 1) При поддержке администрации МО Белевский район сборная Белевского района по http://t.co/r…,1,0,3,0,504,39,65,1,"['rt', 'lumenso', 'gruzdevvladimir', 'sergey_degtyrev', '1', 'поддержка', 'администрация', 'мо', 'белёвский', 'район', 'сборная', 'белёвский', 'район', 'http', 't', 'co', 'r']","['0,333333333333333', '0', '0,25', '0,25']","[0.20833333333333326, 0.333333333333333, 0.0, 0.833333333333333, 3, 0]"
24,408906911929466880,1386325979,grishintv,Поприветствуем моего нового читателя @afyfglprwl ;),1,0,0,0,5876,1387,1431,12,"['поприветствовать', 'новый', 'читатель', 'afyfglprwl']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
25,408906913154625536,1386325979,OSlavkina,"Как же хооорошо валяться, но мой бедный, обколотый попец хочет на прогулку) http://t.co/XugobJeb9c",1,0,0,0,356,19,14,0,"['хооорошо', 'валяться', 'бедный', 'обколоть', 'попец', 'хотеть', 'прогулка', 'http', 't', 'co', 'xugobjeb9c']","['-1,2', '0']","[-0.6, 0.0, -1.2, -1.2, 0, 1]"
26,408906915050434560,1386325980,SafonovaVita,"Хоть у кого то заебись всё) Настюх, рада за тебя пиздец) прям искренне рада)) есть все же справедливость на свете)",1,0,0,0,9877,91,46,1,"['заебись', 'всё', 'настюха', 'рада', 'пиздец', 'прям', 'искренне', 'рада', 'всё', 'справедливость', 'свет']","['-2', '0,333333333333333']","[-0.8333333333333335, 0.333333333333333, -2.0, -1.666666666666667, 1, 1]"
27,408906969425010688,1386325993,LebedokPasha,"да почему мне похуй то)
Новерное потому что еще не ночь темная) )",1,0,0,0,4104,37,37,0,"['почему', 'похуй', 'новерный', 'ещё', 'ночь', 'тёмный']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
28,408906969546633216,1386325993,NasaRomanova,"блин,хочется писать и писать))всякую хуйню пишу,но все равно хочется)",1,0,0,0,181,1,4,0,"['блин', 'хотеться', 'писать', 'писать', 'всякий', 'хуйня', 'писать', 'всё', 'равно', 'хотеться']",['-1'],"[-1.0, -1.0, -1.0, -1.0, 0, 1]"
29,408906971073355776,1386325993,_UlyanaKoks_,@JuliaLacoste_ @Kate_Craik а мне хотя бы расскажите что по чем),1,0,0,0,34551,552,360,6,"['julialacoste_', 'kate_craik', 'хотя', 'рассказать']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
30,408906972449492992,1386325994,edvard146,RT @Lubalubochka2: @edvard146 для тебя;) http://t.co/EPzvFGfLfA,1,0,1,0,7072,4422,4095,44,"['rt', 'lubalubochka2', 'edvard146', 'http', 't', 'co', 'epzvfgflfa']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
31,408906974269833216,1386325994,14_aliya,"@1m_one я по первому не смотрю,поэтому качаю в инете)найди группу в вк Оттепель,там думаю все серии есть)",1,0,0,0,12062,187,175,3,"['1m_one', 'первый', 'смотреть', 'поэтому', 'качать', 'инет', 'найти', 'группа', 'вк', 'оттепель', 'думать', 'всё', 'серия']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
32,408906974416220160,1386325994,MarieBarybina,Предвкушение  потрясающего уикенда  - Праздник света! Гулять ночи напролет и любоваться огнями :*,1,0,0,0,226,24,29,0,"['предвкушение', 'потрясать', 'уикенд', 'праздник', 'свет', 'гулять', 'ночь', 'напролёт', 'любоваться', 'огонь']","['0,666666666666667', '0,2', '0,666666666666667', '1,33333333333333']","[0.7166666666666659, 1.33333333333333, 0.2, 2.8666666666666636, 4, 0]"
33,408907039847366656,1386326010,vikaaaa_rarar,"я рааааааад,ведь сегодня впереди вся ночь,сериалы,фильмы,книга и кофе:) идеальная ночка:)",1,0,0,0,240,14,34,0,"['рааааааад', 'сегодня', 'впереди', 'весь', 'ночь', 'сериал', 'фильм', 'книга', 'кофе', 'идеальный', 'ночка']","['1,4']","[1.4, 1.4, 1.4, 1.4, 1, 0]"
34,408907042120691712,1386326010,Alquen1,Списком надо! Всем гамузом. :D http://t.co/IL0Y1evQY7,1,0,0,0,119,6,36,0,"['список', 'весь', 'гамуз', 'd', 'http', 't', 'co', 'il0y1evqy7']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
35,408907042154635264,1386326010,KristinaMuza,RT @StarScrim3: #RT Электрогенератор http://t.co/qjlwirfD3A изсостоек и не победим!)),1,0,20,0,7156,1755,1804,12,"['rt', 'starscrim3', 'rt', 'электрогенератор', 'http', 't', 'co', 'qjlwirfd3a', 'изсостойка', 'победить']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
36,408907042444042240,1386326010,Polisha_V,@mari_filimonova у меня нет фоток ))))) позже тогда кину )))),1,0,0,0,127,21,21,0,"['mari_filimonova', 'фотка', 'поздний', 'кинуть']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
37,408907042951143424,1386326010,MikolyukYa,Второй день подряд мне снятся сны с Ромой. Я сошла с ума) #RomaAcorn,1,0,0,0,75,19,55,0,"['второй', 'день', 'подряд', 'сниться', 'сон', 'рома', 'сойти', 'ум', 'romaacorn']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
38,408907043308068864,1386326010,PankratovaKotya,"RT @amytareva: -слушай, Коть, можно я этим боком встану, так лучше получается? :)
-а у меня наоборот этот! 
@PankratovaKotya лучший человек…",1,0,1,0,753,72,87,0,"['rt', 'amytareva', 'слушать', 'коть', 'это', 'боком', 'встать', 'хороший', 'получаться', 'наоборот', 'pankratovakotya', 'хороший', 'человек']","['1', '0', '0', '1']","[0.5, 1.0, 0.0, 2.0, 2, 0]"
39,408907082340245504,1386326020,qesilafyho,RT @qotozobygl: почти в каждых Пиратах-РТ неимоверно радует своими политическими позициями в отсутствии понимания и фактов. :-),1,0,2,0,146,89,81,0,"['rt', 'qotozobygl', 'каждый', 'пират', 'рт', 'неимоверно', 'радовать', 'свой', 'политический', 'позиция', 'отсутствие', 'понимание', 'факт']","['-0,5', '1,33333333333333', '0', '0', '-0,222222222222222', '1']","[0.268518518518518, 1.33333333333333, -0.5, 1.611111111111108, 2, 2]"
40,408907083409391616,1386326020,talien_,"-Оля, ты очень добрая на самом деле. 
-А ты сучка злая. Бу на тебя
-Да я та еще тварь
-Заметь, ты сама это сказала
#диалогивофисе

Люблю их)",1,0,0,0,34798,170,178,2,"['оля', 'очень', 'добрый', 'дело', 'сучка', 'злой', 'бу', 'ещё', 'тварь', 'заметить', 'это', 'сказать', 'диалогивофис', 'любить']","['1,33333333333333', '-1,33333333333333', '-1,66666666666667']","[-0.5555555555555567, 1.33333333333333, -1.66666666666667, -1.66666666666667, 1, 2]"
41,408907084910977024,1386326020,ChekalinaMari,"Не иду завтра в школу,первый раз мама так настойчиво не отпускала меня,спасиибки)",1,0,0,0,736,26,225,1,"['идти', 'завтра', 'школа', 'первый', 'мама', 'настойчиво', 'отпускать', 'спасиибка']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
42,408907085519544320,1386326020,EremkinKristina,Как же мне нравятся мужчины в строгих костюмах)) млею!,1,0,0,0,1893,55,57,0,"['нравиться', 'мужчина', 'строгий', 'костюм', 'млеть']","['1', '0,111111111111111']","[0.5555555555555555, 1.0, 0.111111111111111, 1.111111111111111, 2, 0]"
43,408907086878109696,1386326021,Chenzana,"@LilSwallow так это пушистая скотина тоже дрыхнет круглые сутки. просыпается только, чтоб поорать возле миски)",1,0,0,0,69647,3074,299,310,"['lilswallow', 'это', 'пушистый', 'скотина', 'дрыхнуть', 'круглый', 'сутки', 'просыпаться', 'поорать', 'возле', 'миска']","['1', '-0,666666666666667', '0']","[0.11111111111111101, 1.0, -0.666666666666667, 0.33333333333333304, 1, 1]"
44,408907125751312384,1386326030,alinochka013,"@kgshel ахаха
да нормээ)) с моим врачем мне ничего не страшно))",1,0,0,0,768,97,22,0,"['kgshel', 'ахах', 'нормээ', 'вракать', 'страшно']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
45,408907127663886336,1386326031,KurganskyAlex,"Встречайте, мои супер одногруппницы, будущие историки искусства и моды:) #большиеоригиналы #попятницамносимчерное http://t.co/zGe3pX3F8P",1,0,0,0,156,21,16,0,"['встречать', 'супер', 'одногруппница', 'будущий', 'историк', 'искусство', 'мода', 'большиеоригинал', 'попятницамносимчерный', 'http', 't', 'co', 'zge3px3f8p']","['1,33333333333333', '0,666666666666667']","[0.9999999999999984, 1.33333333333333, 0.666666666666667, 1.999999999999997, 2, 0]"
46,408907129899077632,1386326031,nastyaryazanov2,"все,я вас покидаю,результаты гляну вечером)#биатлон",1,0,0,0,7918,103,89,0,"['всё', 'покидать', 'результат', 'глянуть', 'вечером', 'биатлон']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
47,408907183523659776,1386326044,DashkaTeddy,"RT @Dasha_crazy_69: @DashkaTeddy дыы))) но кто сказал, что я ВСЕ поняла ааххах?) http://t.co/4dCaFCMXDl",1,0,1,0,2338,92,83,0,"['rt', 'dasha_crazy_69', 'dashkateddy', 'дыы', 'сказать', 'всё', 'понять', 'аахха', 'http', 't', 'co', '4dcafcmxdl']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
48,408907183796260865,1386326044,coco_veronika,Почти приехали в родное селенье!) @ москва-рига http://t.co/1MN85mNxwb,1,0,0,0,712,14,28,0,"['приехать', 'родный', 'селение', 'москва', 'рига', 'http', 't', 'co', '1mn85mnxwb']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
49,408907186572898304,1386326045,dzhafara,На*уй ваши Канары и Мальдивы ! Тут новая тема проскочила ! )) http://t.co/J8PhBhhIgD,1,0,0,0,1990,20,85,0,"['уй', 'ваш', 'канары', 'мальдивы', 'новый', 'тема', 'проскочить', 'http', 't', 'co', 'j8phbhhigd']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
50,408907186933596160,1386326045,FRAYKI_,"RT @frankieeway: а стояк теперь снова стояк :-)
вселенная вернула все на свои места",1,0,2,0,14057,466,304,11,"['rt', 'frankieeway', 'стояк', 'снова', 'стояк', 'вселенная', 'вернуть', 'всё', 'свой', 'место']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
51,408907242331967488,1386326058,gootphir,-ПриФетиГг СолНыСко=*КаГ ТфаИ ДиЛа??МнУ сИчаС фФ БоЛьНисЬкУ ИдеТь=) -к логопеду? ,1,0,0,0,3088,137,37,0,"['прифетигга', 'солныско', 'каг', 'тфай', 'дил', 'мять', 'сичас', 'фф', 'больниська', 'идеть', 'логопед']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
52,408907244211040256,1386326058,shish0va,"@3Gun_D да нашла фоточку в иг и нагло спиздила) Ничего, с фотографиями меня уже статусы в вконтакте бывают.",1,0,0,0,30834,561,160,16,"['3gun_d', 'найти', 'фоточка', 'иго', 'нагло', 'спиздил', 'фотография', 'статус', 'вконтакте', 'бывать']","['0', '-1,33333333333333']","[-0.666666666666665, 0.0, -1.33333333333333, -1.33333333333333, 0, 1]"
53,408907244730712064,1386326058,sportpit52,"А у нас в Нижнем слякотная погода - брр! Но у нас ОФИГЕННЫЙ ПРИВОЗ! ))) Заходим, заходим! http://t.co/9JmNtTAcfE",1,0,0,0,82,51797,31,0,"['нижний', 'слякотный', 'погода', 'брр', 'офигенный', 'привоз', 'заходить', 'заходить', 'http', 't', 'co', '9jmnttacfe']","['0', '1']","[0.5, 1.0, 0.0, 1.0, 1, 0]"
54,408907244797829120,1386326058,Ivanova2797,"Короче ,видимо ни в какой архитектурный я не иду :)
Там ,капец ,конечно )",1,0,0,0,6109,42,21,0,"['короче', 'видимо', 'архитектурный', 'идти', 'капец']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
55,408907245569572864,1386326059,_2CasIoPI_maRIi,"@linajj_5 ну в 18 сделаешь тогда)))
я дарья) а ты?)",1,0,0,0,13049,1207,1996,8,"['linajj_5', '18', 'сделать', 'дарья']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
56,408907299554463744,1386326072,Michail_Shor,"@Prozene плак-плак,надеюсь на драфте тогда их вытяну :)",1,0,0,0,48092,12854,375,295,"['prozene', 'плак', 'плак', 'надеяться', 'драфт', 'вытянуть']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
57,408907300569903104,1386326072,LilSwallow,@Chenzana а моя кроме поорать еще просится на балкон хвост поморозить) минуту посидит и назад просится.,1,0,0,0,32113,544,106,55,"['chenzana', 'кроме', 'поорать', 'ещё', 'проситься', 'балкон', 'хвост', 'поморозить', 'минута', 'посидеть', 'назад', 'проситься']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
58,408907344433909760,1386326082,___comatose___,Каждому так болеть) когда к тебе друзья в гости ходят,1,0,0,0,1314,46,30,1,"['каждый', 'болеть', 'друг', 'гость', 'ходить']","['0,333333333333333']","[0.333333333333333, 0.333333333333333, 0.333333333333333, 0.333333333333333, 1, 0]"
59,408907348644618240,1386326083,KozhemyakinaK,"-мам, мне так хреново!
-выпей таблетку и на работу! на следующей недели пойдем в сауну!
мама умеет поддержать и добавить стимула)",1,0,0,0,1472,83,147,0,"['мама', 'хреновый', 'выпить', 'таблетка', 'работа', 'следующий', 'неделя', 'пойти', 'сауна', 'мама', 'уметь', 'поддержать', 'добавить', 'стимул']","['0,166666666666667', '0']","[0.0833333333333335, 0.166666666666667, 0.0, 0.166666666666667, 1, 0]"
60,408907349433147392,1386326083,little_pornie,"3 тысячи,это не так дорого для пальто лол :D  т.е. пальто криса стоит меньше 200 тыс. рублей",1,0,0,0,37855,155,136,3,"['3', 'тысяча', 'это', 'дорого', 'пальто', 'лола', 'd', 'пальто', 'крис', 'стоить', 'маленький', '200', 'тыс', 'рубль']","['-0,333333333333333', '0', '-0,333333333333333', '0']","[-0.1666666666666665, 0.0, -0.333333333333333, -0.666666666666666, 0, 2]"
61,408907350071050240,1386326084,cohikyxalaza,"RT @jalikuhepan: это так мило, когда парни ставят на аву свои детские фотографии...) http://t.co/qvQjUz842z",1,0,2,0,419,132,153,0,"['rt', 'jalikuhepan', 'это', 'мило', 'парень', 'ставить', 'ава', 'свой', 'детский', 'фотография', 'http', 't', 'co', 'qvqjuz842z']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
62,408907402163941376,1386326096,EzhevikaAckles,"@iluhaivakin опа, дома никого?
помнишь, что ты мне должен?:D",1,0,0,0,8976,69,67,0,"['iluhaivakin', 'опа', 'дом', 'никто', 'помнить', 'должный', 'd']","['0', '0']","[0.0, 0.0, 0.0, 0.0, 0, 0]"
63,408907404169187328,1386326096,TamaraPolumeeva,"@Juliacka наверное) ну все-равно приятно:D:D:D ахах, я под столой вчера лежала",1,0,0,0,8856,161,96,2,"['juliacka', 'наверное', 'всё', 'равно', 'приятно', 'd', 'd', 'd', 'ахи', 'стола', 'вчера', 'лежать']","['0', '1,33333333333333']","[0.666666666666665, 1.33333333333333, 0.0, 1.33333333333333, 1, 0]"
64,408907405733670912,1386326097,xelperok,"@proBokator ... и работал. А не как этот:то потухнет, то погаснет ;)",1,0,0,0,2418,84,77,3,"['probokator', 'работать', 'потухнуть', 'погаснуть']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
65,408907405871681537,1386326097,vikaaaa_rarar,"@Ksushakos38 лучше бы и то,и другое.)
кстати,после сегодняшнего я кроху ненавижу еще больше.",1,0,0,0,242,14,34,0,"['ksushakos38', 'хороший', 'кстати', 'сегодняшний', 'кроха', 'ненавидеть', 'ещё', 'большой']","['1', '-1,83333333333333']","[-0.41666666666666496, 1.0, -1.83333333333333, -0.8333333333333299, 1, 1]"
66,408907447189790720,1386326107,oliakitten,"@fidelevna ох, прям за год соскучилась. чего забросила прекрасных мужчин, не понимаю?)",1,0,0,0,6056,162,164,3,"['fidelevna', 'ох', 'прям', 'год', 'соскучиться', 'забросить', 'прекрасный', 'мужчина', 'понимать']","['0,111111111111111']","[0.111111111111111, 0.111111111111111, 0.111111111111111, 0.111111111111111, 1, 0]"
67,408907447408287744,1386326107,mojoketewyby,"RT @tugejivybix: вышел прокатится, через 15 минут зашёл назад весь мокрый :) дождь полил.",1,0,9,0,382,79,57,0,"['rt', 'tugejivybix', 'выйти', 'прокатиться', '15', 'минута', 'зайти', 'назад', 'весь', 'мокрый', 'дождь', 'полить']",[0],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
68,408907449794433024,1386326107,ivoskoboinikova,@SofiBelyak а что за татуировка у тебя? фото в студию)),1,0,0,0,685,81,248,0,"['sofibelyak', 'татуировка', 'фото', 'студия']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
69,408907451262459904,1386326108,bashmstil,"@DianaKruchkova ого, надо будет так попробовать с следующий раз :D",1,0,0,0,23347,1068,591,24,"['dianakruchkova', 'ого', 'попробовать', 'следующий', 'd']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
70,408907489325772800,1386326117,sayra62261747,"@Alen_gate ахахаха, я тоже сегодня полдня играла в Обломова :D
Примерно до полчетвертого",1,0,0,0,205,6,21,0,"['alen_gate', 'ахахах', 'сегодня', 'полдень', 'играть', 'обломов', 'd', 'примерно', 'полчетвёртого']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
71,408907492530589696,1386326118,jorytaxenaz,"RT @havabeqoduxi: Ого, на кинопоиске сделали ""саундтреки"" :D а я и не знала. Очень удобнено.",1,0,1,0,290,90,92,0,"['rt', 'havabeqoduxi', 'ого', 'кинопоиск', 'сделать', 'саундтрек', 'd', 'знать', 'очень', 'удобнить']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
72,408907543679758336,1386326130,darsi_rayn,весь мой тви теперь будет наполнен долгожданным снегом)из года в год он меня бросает) http://t.co/PmExOxro9h,1,0,0,0,5567,119,66,0,"['весь', 'тви', 'наполнить', 'долгожданный', 'снег', 'год', 'год', 'бросать', 'http', 't', 'co', 'pmexoxro9h']","['0,333333333333333']","[0.333333333333333, 0.333333333333333, 0.333333333333333, 0.333333333333333, 1, 0]"
73,408907543948570624,1386326130,MelissJoness,А еще я просрала Кравченко все метры и теперь она хуй в инстаграмм зайдет:)),1,0,0,0,16310,75,21,0,"['ещё', 'просрало', 'кравченко', 'всё', 'метр', 'хуй', 'инстаграмм', 'зайти']","['-1,33333333333333']","[-1.33333333333333, -1.33333333333333, -1.33333333333333, -1.33333333333333, 0, 1]"
74,408907546393866240,1386326130,katerishaa,"лежу в кровати,закуталась))еще бы вкусняшек кто -нибудь принес",1,0,0,0,9862,1542,77,8,"['лежать', 'кровать', 'закутаться', 'ещё', 'вкусняшка', 'нибыть', 'принести']",['0'],"[0.0, 0.0, 0.0, 0.0, 0, 0]"
75,408907547639169026,1386326131,Tina_rutina,@MrAkiko давай) Воронеж тебя ждет с распростертыми объятиями,1,0,0,0,17467,197,197,2,"['mrakiko', 'давать', 'воронеж', 'ждать', 'распростереть', 'объятие']","['0', '0,333333333333333']","[0.1666666666666665, 0.333333333333333, 0.0, 0.333333333333333, 1, 0]"
